K,budget,Error,Equal opportunity difference,fc
4,0.01,0.3877200515242593,3.4921954217281836e-11,1.5
5,1.0,0.25257731958762886,0.04018760191980786,1.5
5,0.1,0.27276632302405496,0.01458401301362977,1.5
5,0.01,0.2822164948453608,0.005970636180974043,1.5
1,1.0,0.3356223175965665,0.01873644678982178,2.0
1,0.1,0.38755364806866954,3.004851922838725e-11,2.0
1,0.01,0.384549356223176,0.012908578862246167,2.0
2,1.0,0.2846715328467153,0.06762113385811319,2.0
2,0.1,0.31215113782739373,0.10030381262651134,2.0
2,0.01,0.35208243881494206,0.08446122148351698,2.0
3,1.0,0.3233147273507943,0.04600413308994933,2.0
3,0.1,0.33705452984113354,0.03668147185391757,2.0
3,0.01,0.3877200515242593,3.847822060976114e-11,2.0
4,1.0,0.30656934306569344,0.007324892709505981,2.0
4,0.1,0.3185916702447402,0.03579488853889623,2.0
