K,budget,Error,Equal opportunity difference,fc
1,1.0,0.16463922679553408,0.16215179507792898,0.0
1,0.1,0.1746375604065989,0.19161509036190255,0.0
1,0.01,0.20696550574904182,0.08798556900654575,0.0
2,1.0,0.164,0.14014596136872687,0.0
2,0.1,0.191,0.2301609528845841,0.0
2,0.01,0.1795,0.15676018517861773,0.0
3,1.0,0.16116666666666668,0.13541519144403064,0.0
3,0.1,0.17083333333333334,0.12913263782772733,0.0
3,0.01,0.18116666666666667,0.22445278448271855,0.0
4,1.0,0.16266666666666665,0.1363636363759667,0.0
4,0.1,0.17666666666666667,0.15397215399015063,0.0
4,0.01,0.2205,0.11916461917609428,0.0
5,1.0,0.15252542090348392,0.14635124300156133,0.0
5,0.1,0.17452908818136356,0.12677974310413032,0.0
5,0.01,0.19253208868144692,0.30663025223550205,0.0
1,1.0,0.1654724212631228,0.09054624246260012,0.1
1,0.1,0.17447092151308116,0.1652826589665391,0.1
1,0.01,0.20713214464255958,0.04799966826320051,0.1
2,1.0,0.1655,0.0064002240724211346,0.1
2,0.1,0.18766666666666668,0.09491606401005503,0.1
2,0.01,0.1835,0.030963246088018648,0.1
3,1.0,0.16083333333333333,0.1031723552088526,0.1
3,0.1,0.17866666666666667,0.0183519803888208,0.1
3,0.01,0.1835,0.16642669438162594,0.1
4,1.0,0.16366666666666665,0.015151515168490559,0.1
4,0.1,0.18866666666666668,0.06511056513310787,0.1
4,0.01,0.214,0.1588861588961466,0.1
5,1.0,0.1553592265377563,0.06686992179651685,0.1
5,0.1,0.17452908818136356,0.07988984886703343,0.1
5,0.01,0.18969828304717454,0.29880013920995496,0.1
1,1.0,0.16747208798533578,0.046143957555497606,0.2
1,0.1,0.1774704215964006,0.11331239180725461,0.2
1,0.01,0.20563239460089985,0.07408328928346025,0.2
2,1.0,0.16683333333333333,0.046432513441780454,0.2
2,0.1,0.188,0.06184412120974825,0.2
2,0.01,0.18583333333333332,0.010996523958401061,0.2
3,1.0,0.1605,0.11028104299224806,0.2
3,0.1,0.17616666666666667,0.013572204099062235,0.2
3,0.01,0.1865,0.15844859873954076,0.2
4,1.0,0.16533333333333333,0.024570024551561764,0.2
4,0.1,0.1835,0.04054054056328449,0.2
4,0.01,0.20716666666666667,0.18550368551328922,0.2
5,1.0,0.15735955992665443,0.021633051422108807,0.2
5,0.1,0.17202867144524087,0.07460546823944081,0.2
5,0.01,0.18869811635272546,0.3149331981741657,0.2
