K,budget,Error,Equal opportunity difference,fc
2,0.01,0.13304994686503718,0.08253194151222079,0.2
3,1.0,0.11137088204038258,0.046577201737262264,0.2
3,0.1,0.12476089266737514,0.04358547915434027,0.2
3,0.01,0.138788522848034,0.16743132419306336,0.2
4,1.0,0.10456960680127524,0.07458768361410467,0.2
4,0.1,0.1134962805526036,0.1214805314516359,0.2
4,0.01,0.13666312433581296,0.07068996613123689,0.2
5,1.0,0.12327311370882041,0.05841061856461088,0.2
5,0.1,0.12412327311370883,0.15155279502781271,0.2
5,0.01,0.12964930924548354,0.09619671573069966,0.2
1,1.0,0.1254251700680272,0.01895306859408566,0.3
1,0.1,0.13095238095238096,0.02794187360657069,0.3
1,0.01,0.13754251700680273,0.017412391056711662,0.3
2,1.0,0.1228480340063762,0.010666958911471403,0.3
2,0.1,0.11987247608926674,0.10540014794644831,0.3
2,0.01,0.1385759829968119,0.10849612317855062,0.3
3,1.0,0.11455897980871413,0.057913249603733674,0.3
3,0.1,0.12646121147715197,0.009615568425161147,0.3
3,0.01,0.1526036131774708,0.16686738926564543,0.3
4,1.0,0.10967056323060574,0.037213683094055705,0.3
4,0.1,0.11838469713071201,0.13470671930303918,0.3
4,0.01,0.1392136025504782,0.07626099677175023,0.3
5,1.0,0.13177470775770456,0.01660001701689745,0.3
5,0.1,0.12242295430393199,0.13987067131489056,0.3
5,0.01,0.12646121147715197,0.10551348591674575,0.3
1,1.0,0.1366921768707483,0.04698610655037544,0.4
1,0.1,0.13137755102040816,0.0074663603559033676,0.4
1,0.01,0.1377551020408163,0.003701272652837845,0.4
2,1.0,0.13028692879914985,0.05552663543103843,0.4
2,0.1,0.11944739638682253,0.09462359699100059,0.4
2,0.01,0.1381509032943677,0.084751180395435,0.4
3,1.0,0.12539851222104145,0.009099424596170802,0.4
3,0.1,0.12667375132837408,0.003010839022293016,0.4
3,0.01,0.12964930924548354,0.13820229014717303,0.4
4,1.0,0.11455897980871413,0.020941464100084184,0.4
4,0.1,0.11583421891604676,0.13319372357138687,0.4
4,0.01,0.13687566418703506,0.053275485459816786,0.4
5,1.0,0.14091392136025505,8.50846575292663e-06,0.4
5,0.1,0.1228480340063762,0.1186845911656993,0.4
5,0.01,0.1334750265674814,0.0834084914479451,0.4
1,1.0,0.1371173469387755,0.05274769353941042,0.5
1,0.1,0.13860544217687074,0.009690770521594838,0.5
1,0.01,0.13690476190476192,0.007666921925285369,0.5
2,1.0,0.13283740701381508,0.06779181164562698,0.5
2,0.1,0.12412327311370883,0.06775528096478864,0.5
2,0.01,0.1334750265674814,0.07914372083048912,0.5
3,1.0,0.13793836344314558,0.02127659574392636,0.5
3,0.1,0.13134962805526035,0.04299286956786581,0.5
3,0.01,0.1279489904357067,0.14061096136330611,0.5
4,1.0,0.12412327311370883,0.0007214284291437445,0.5
4,0.1,0.12412327311370883,0.07320494579360814,0.5
4,0.01,0.13475026567481402,0.05443778681652904,0.5
5,1.0,0.14580233793836345,0.0031055900620153543,0.5
5,0.1,0.12412327311370883,0.09969369522466692,0.5
5,0.01,0.12433581296493093,0.09254658384952097,0.5
1,1.0,0.14306972789115646,0.0,1.0
1,0.1,0.14306972789115646,0.0,1.0
1,0.01,0.13818027210884354,0.010401852460252298,1.0
2,1.0,0.14112646121147715,0.0,1.0
2,0.1,0.13942614240170031,0.01769911504372569,1.0
2,0.01,0.14070138150903294,0.0,1.0
3,1.0,0.138788522848034,0.0,1.0
3,0.1,0.13113708820403824,0.018026801246509197,1.0
3,0.01,0.12582359192348566,0.058037506451138546,1.0
4,1.0,0.13538788522848033,0.0,1.0
4,0.1,0.13538788522848033,0.0035971223020288805,1.0
4,0.01,0.13581296493092454,0.019498607241796695,1.0
5,1.0,0.14601487778958555,0.0,1.0
5,0.1,0.14155154091392136,0.027575938057692102,1.0
5,0.01,0.12624867162592987,0.05257381094102628,1.0
1,1.0,0.14306972789115646,0.0,1.5
1,0.1,0.14306972789115646,0.0,1.5
1,0.01,0.14306972789115646,0.0,1.5
2,1.0,0.14070138150903294,0.0,1.5
2,0.1,0.14070138150903294,0.0,1.5
2,0.01,0.14070138150903294,0.0,1.5
3,1.0,0.138788522848034,0.0,1.5
3,0.1,0.13793836344314558,0.0009940547877454915,1.5
3,0.01,0.13092454835281617,0.03745866070172043,1.5
4,1.0,0.13538788522848033,0.0,1.5
4,0.1,0.13538788522848033,0.0,1.5
4,0.01,0.13538788522848033,0.0,1.5
5,1.0,0.14601487778958555,0.0,1.5
5,0.1,0.14601487778958555,0.0,1.5
5,0.01,0.1279489904357067,0.032119458861221306,1.5
1,1.0,0.14306972789115646,0.0,2.0
1,0.1,0.14306972789115646,0.0,2.0
1,0.01,0.14306972789115646,0.0,2.0
2,1.0,0.14070138150903294,0.0,2.0
2,0.1,0.14070138150903294,0.0,2.0
2,0.01,0.14070138150903294,0.0,2.0
3,1.0,0.138788522848034,0.0,2.0
3,0.1,0.138788522848034,0.0,2.0
3,0.01,0.13687566418703506,0.01177572594648453,2.0
4,1.0,0.13538788522848033,0.0,2.0
4,0.1,0.13538788522848033,0.0,2.0
4,0.01,0.13538788522848033,0.0,2.0
5,1.0,0.14601487778958555,0.0,2.0
5,0.1,0.14601487778958555,0.0,2.0
5,0.01,0.13241232731137087,0.008380838934930857,2.0
1,1.0,0.14306972789115646,0.0,3.0
1,0.1,0.14306972789115646,0.0,3.0
1,0.01,0.14306972789115646,0.0,3.0
2,1.0,0.14070138150903294,0.0,3.0
2,0.1,0.14070138150903294,0.0,3.0
2,0.01,0.14070138150903294,0.0,3.0
3,1.0,0.138788522848034,0.0,3.0
3,0.1,0.138788522848034,0.0,3.0
3,0.01,0.138788522848034,0.0,3.0
4,1.0,0.13538788522848033,0.0,3.0
4,0.1,0.13538788522848033,0.0,3.0
4,0.01,0.13538788522848033,0.0,3.0
5,1.0,0.14601487778958555,0.0,3.0
5,0.1,0.14601487778958555,0.0,3.0
5,0.01,0.12858660998937302,0.014583510593208643,3.0
1,1.0,0.14306972789115646,0.0,4.0
1,0.1,0.14306972789115646,0.0,4.0
1,0.01,0.14306972789115646,0.0,4.0
2,1.0,0.14070138150903294,0.0,4.0
2,0.1,0.14070138150903294,0.0,4.0
2,0.01,0.14155154091392136,0.02949852507287615,4.0
3,1.0,0.138788522848034,0.0,4.0
3,0.1,0.138788522848034,0.0,4.0
3,0.01,0.138788522848034,0.0,4.0
4,1.0,0.13538788522848033,0.0,4.0
4,0.1,0.13538788522848033,0.0,4.0
4,0.01,0.13538788522848033,0.0,4.0
5,1.0,0.14601487778958555,0.0,4.0
5,0.1,0.14601487778958555,0.0,4.0
5,0.01,0.13156216790648245,0.014090019568562928,4.0
1,1.0,0.14306972789115646,0.0,5.0
1,0.1,0.14306972789115646,0.0,5.0
1,0.01,0.14306972789115646,0.0,5.0
2,1.0,0.14070138150903294,0.0,5.0
2,0.1,0.14070138150903294,0.0,5.0
2,0.01,0.16641870350690754,0.11848726448793678,5.0
3,1.0,0.138788522848034,0.0,5.0
3,0.1,0.138788522848034,0.0,5.0
3,0.01,0.138788522848034,0.0,5.0
4,1.0,0.13538788522848033,0.0,5.0
4,0.1,0.13538788522848033,0.0,5.0
4,0.01,0.13538788522848033,0.0,5.0
5,1.0,0.14601487778958555,0.0,5.0
5,0.1,0.14601487778958555,0.0,5.0
5,0.01,0.1275239107332625,0.03156640857630508,5.0
