K,budget,Error,Equal opportunity difference,fc
5,0.1,0.19619936656109352,0.19610083067682776,3.0
5,0.01,0.25987664610768463,0.27098243333126437,3.0
1,1.0,0.23846025662389603,0.054873054872605465,4.0
1,0.1,0.24279286785535745,0.004219409282522388,4.0
1,0.01,0.2719546742209632,0.20339211479103234,4.0
2,1.0,0.25233333333333335,0.01280044806247116,4.0
2,0.1,0.2,0.19865405842317635,4.0
2,0.01,0.204,0.11480041515279076,4.0
3,1.0,0.339,0.025936678819957204,4.0
3,0.1,0.228,0.1693771735440741,4.0
3,0.01,0.21816666666666668,0.3178688885869117,4.0
4,1.0,0.23333333333333334,0.001228501255883585,4.0
4,0.1,0.2405,0.0,4.0
4,0.01,0.19333333333333333,0.19082719083724897,4.0
5,1.0,0.2420403400566761,0.005613472333555626,4.0
5,0.1,0.2230371728621437,0.0971766201157578,4.0
5,0.01,0.2705450908484747,0.24386073748971904,4.0
1,1.0,0.212131311448092,0.2968722462383383,5.0
1,0.1,0.24295950674887518,0.0,5.0
1,0.01,0.2692884519246792,0.19555458796393224,5.0
2,1.0,0.30083333333333334,0.005914235387790123,5.0
2,0.1,0.25616666666666665,0.04087247329964161,5.0
2,0.01,0.20316666666666666,0.10157163803266807,5.0
3,1.0,0.38466666666666666,0.00044060484894981045,5.0
3,0.1,0.252,0.1577129459422133,5.0
3,0.01,0.21366666666666667,0.3038049379339975,5.0
4,1.0,0.25566666666666665,0.0012285012605318668,5.0
4,0.1,0.2405,0.0,5.0
4,0.01,0.1925,0.18796068797126758,5.0
5,1.0,0.24320720120020003,0.0,5.0
5,0.1,0.22637106184364061,0.08585510886602327,5.0
5,0.01,0.27537922987164526,0.23853096490403336,5.0
